addr,n,hold_med,train_pnl,hold_pnl,sharpe,t_stat,top_coin
0x6505d0cf1aa0fac6c631c52035e1357b03902723,4751,93.06765,81997.70080271,12375.619642000001,6.132369971463689,1.1372076455391456,xyz:CL
0x9aca58e24ff5845f245e7c2c897fef1bc59b3555,4000,1331.6662666666666,146125.382214,2153.8128130000014,6.130594003446388,0.12468570043690504,ONDO
0x9fde8e59c61c290c435c2d953e70a3873e06a572,3884,734.0639416666667,67361.0041109999,42168.649093,6.116684959878805,8.218815609325,BTC
0x4711c19b72bd856ca7d2bcc713595e5e5214f8c3,8315,46.076633333333334,188.86764735,503.270817,6.095411799188553,9.614683862181074,HYPE
0xc3d101ae37bba62baf199c6d5e5d8f0eecfd200e,10000,23.5677,42093.98703711,11566.11777517,6.090725279554006,1.7094708234817806,HYPE
0x2ae274a44894ec1e048515b1cea8e72bb77c52ba,571,99.03608333333334,7822.67329155,62.481751,6.088730865395908,8.110400796304795,xyz:CL
0xd6098d5b1381ea2bdff4466a346e73c41046c9f7,1074,1354.5621666666666,14043.8294427,17629.97888,6.086167214684425,5.964574402409555,HYPE
0x62417100389090a2141f980c6646463e55c08988,783,60.108216666666664,8244.67787153,4010.97291759,6.032125588287144,3.506120137458582,@107
0xc977566f8ef21a8fc2438e458d51626067b6515c,5034,47.91061666666667,33324.24463,4980.95437305,5.98129232643068,1.6721895848456814,BTC
0x47930c76790c865217472f2ddb4d14c640ee450a,9588,108.70735833333333,5644.67647519,2549.20119467,5.918804016891305,5.719711512379417,xyz:XYZ100
0x91ff1b877f2fc9c0b1ba1c8aa30f08db49794657,3892,493.8449416666666,16226.10087437,5601.47400948,5.892914565784798,2.434673475268567,BTC
0x1847dc422b9dea349e8af7d02cb3a136cd81f441,6688,77.58690833333333,42274.29723144,78943.33011837999,5.8183165213388355,4.685555514479216,TON
0x1c99bd7bf98a2d114631dfdd18c7b10afbb4475f,338,1848.863325,18882.80361729,3243.3699500000002,5.7894055433708305,3.049347667227529,SOL
0x1671ae55c676cc50f3f7ae87fc3d037eac59c670,1199,1339.2823083333333,7203.40903989,9146.729409489999,5.761814099548268,4.306463381450353,@210
